LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUT,GDP,TOT,MLN_USD,A,1987,119263.7727,E
AUT,GDP,TOT,MLN_USD,A,1988,127507.4867,E
AUT,GDP,TOT,MLN_USD,A,1989,137614.0165,E
AUT,GDP,TOT,MLN_USD,A,1990,148906.0038,E
AUT,GDP,TOT,MLN_USD,A,1991,159157.7289,E
AUT,GDP,TOT,MLN_USD,A,1992,166193.771,E
AUT,GDP,TOT,MLN_USD,A,1993,171044.3108,E
AUT,GDP,TOT,MLN_USD,A,1994,178880.4869,E
AUT,GDP,TOT,MLN_USD,A,1995,187483.3966,
AUT,GDP,TOT,MLN_USD,A,1996,194801.8337,
AUT,GDP,TOT,MLN_USD,A,1997,201994.5244,
AUT,GDP,TOT,MLN_USD,A,1998,212000.0689,
AUT,GDP,TOT,MLN_USD,A,1999,220172.0884,
AUT,GDP,TOT,MLN_USD,A,2000,234747.5537,
AUT,GDP,TOT,MLN_USD,A,2001,239060.5946,
AUT,GDP,TOT,MLN_USD,A,2002,251504.0427,
AUT,GDP,TOT,MLN_USD,A,2003,259781.649,
AUT,GDP,TOT,MLN_USD,A,2004,274981.7688,
AUT,GDP,TOT,MLN_USD,A,2005,286878.2718,
AUT,GDP,TOT,MLN_USD,A,2006,309706.0152,
AUT,GDP,TOT,MLN_USD,A,2007,324775.7501,
AUT,GDP,TOT,MLN_USD,A,2008,341669.4025,
AUT,GDP,TOT,MLN_USD,A,2009,339610.1853,
AUT,GDP,TOT,MLN_USD,A,2010,350483.1071,
AUT,GDP,TOT,MLN_USD,A,2011,371229.1834,
AUT,GDP,TOT,MLN_USD,A,2012,389747.2828,
AUT,GDP,TOT,MLN_USD,A,2013,404650.2573,
AUT,GDP,TOT,MLN_USD,A,2014,415257.2665,
AUT,GDP,TOT,MLN_USD,A,2015,426645.5616,
AUT,GDP,TOT,MLN_USD,A,2016,438191.6519,
AUT,GDP,TOT,USD_CAP,A,1970,3822.706844,E
AUT,GDP,TOT,USD_CAP,A,1971,4203.059195,E
AUT,GDP,TOT,USD_CAP,A,1972,4630.689019,E
AUT,GDP,TOT,USD_CAP,A,1973,5092.970555,E
AUT,GDP,TOT,USD_CAP,A,1974,5759.50224,E
AUT,GDP,TOT,USD_CAP,A,1975,6286.660758,E
AUT,GDP,TOT,USD_CAP,A,1976,6947.182572,E
AUT,GDP,TOT,USD_CAP,A,1977,7749.945049,E
AUT,GDP,TOT,USD_CAP,A,1978,8283.321611,E
AUT,GDP,TOT,USD_CAP,A,1979,9463.647657,E
AUT,GDP,TOT,USD_CAP,A,1980,10495.75855,E
AUT,GDP,TOT,USD_CAP,A,1981,11429.92372,E
AUT,GDP,TOT,USD_CAP,A,1982,12374.27509,E
AUT,GDP,TOT,USD_CAP,A,1983,13266.70276,E
AUT,GDP,TOT,USD_CAP,A,1984,13745.34598,E
AUT,GDP,TOT,USD_CAP,A,1985,14532.76197,E
AUT,GDP,TOT,USD_CAP,A,1986,15157.54492,E
AUT,GDP,TOT,USD_CAP,A,1987,15745.25297,E
AUT,GDP,TOT,USD_CAP,A,1988,16809.77693,E
AUT,GDP,TOT,USD_CAP,A,1989,18060.61086,E
AUT,GDP,TOT,USD_CAP,A,1990,19394.23196,E
AUT,GDP,TOT,USD_CAP,A,1991,20523.52881,E
AUT,GDP,TOT,USD_CAP,A,1992,21196.26822,E
AUT,GDP,TOT,USD_CAP,A,1993,21635.75421,E
AUT,GDP,TOT,USD_CAP,A,1994,22540.04879,E
AUT,GDP,TOT,USD_CAP,A,1995,23587.92641,
AUT,GDP,TOT,USD_CAP,A,1996,24475.61781,
AUT,GDP,TOT,USD_CAP,A,1997,25350.58798,
AUT,GDP,TOT,USD_CAP,A,1998,26577.11881,
AUT,GDP,TOT,USD_CAP,A,1999,27547.94675,
AUT,GDP,TOT,USD_CAP,A,2000,29301.08217,
AUT,GDP,TOT,USD_CAP,A,2001,29725.42714,
AUT,GDP,TOT,USD_CAP,A,2002,31118.56933,
AUT,GDP,TOT,USD_CAP,A,2003,31999.73011,
AUT,GDP,TOT,USD_CAP,A,2004,33659.80228,
AUT,GDP,TOT,USD_CAP,A,2005,34877.63839,
AUT,GDP,TOT,USD_CAP,A,2006,37458.63123,
AUT,GDP,TOT,USD_CAP,A,2007,39152.30263,
AUT,GDP,TOT,USD_CAP,A,2008,41058.42927,
AUT,GDP,TOT,USD_CAP,A,2009,40713.40615,
AUT,GDP,TOT,USD_CAP,A,2010,41918.45649,
AUT,GDP,TOT,USD_CAP,A,2011,44254.35761,
AUT,GDP,TOT,USD_CAP,A,2012,46253.60764,
AUT,GDP,TOT,USD_CAP,A,2013,47733.783,
AUT,GDP,TOT,USD_CAP,A,2014,48602.59498,
AUT,GDP,TOT,USD_CAP,A,2015,49440.24825,
AUT,GDP,TOT,USD_CAP,A,2016,50141.33579,
BEL,GDP,TOT,MLN_USD,A,1970,37532.5736,E
BEL,GDP,TOT,MLN_USD,A,1971,40918.4956,E
BEL,GDP,TOT,MLN_USD,A,1972,44933.5802,E
BEL,GDP,TOT,MLN_USD,A,1973,50279.5741,E
BEL,GDP,TOT,MLN_USD,A,1974,57097.4608,E
BEL,GDP,TOT,MLN_USD,A,1975,61557.6429,E
BEL,GDP,TOT,MLN_USD,A,1976,68607.2039,E
BEL,GDP,TOT,MLN_USD,A,1977,73319.1071,E
BEL,GDP,TOT,MLN_USD,A,1978,80697.0066,E
BEL,GDP,TOT,MLN_USD,A,1979,89404.4002,E
BEL,GDP,TOT,MLN_USD,A,1980,101833.4195,E
BEL,GDP,TOT,MLN_USD,A,1981,111029.8783,E
BEL,GDP,TOT,MLN_USD,A,1982,118619.4791,E
BEL,GDP,TOT,MLN_USD,A,1983,123687.5229,E
BEL,GDP,TOT,MLN_USD,A,1984,131235.1002,E
BEL,GDP,TOT,MLN_USD,A,1985,137671.2057,E
BEL,GDP,TOT,MLN_USD,A,1986,143008.9422,E
BEL,GDP,TOT,MLN_USD,A,1987,150040.4124,E
BEL,GDP,TOT,MLN_USD,A,1988,162628.0041,E
BEL,GDP,TOT,MLN_USD,A,1989,174812.2051,E
BEL,GDP,TOT,MLN_USD,A,1990,186966.2274,E
BEL,GDP,TOT,MLN_USD,A,1991,196730.7285,E
BEL,GDP,TOT,MLN_USD,A,1992,204295.2166,E
BEL,GDP,TOT,MLN_USD,A,1993,207144.1195,E
BEL,GDP,TOT,MLN_USD,A,1994,218379.1578,E
BEL,GDP,TOT,MLN_USD,A,1995,228250.2717,
BEL,GDP,TOT,MLN_USD,A,1996,232507.9974,
BEL,GDP,TOT,MLN_USD,A,1997,243442.2509,
BEL,GDP,TOT,MLN_USD,A,1998,250372.0228,
BEL,GDP,TOT,MLN_USD,A,1999,262228.592,
BEL,GDP,TOT,MLN_USD,A,2000,286696.0569,
BEL,GDP,TOT,MLN_USD,A,2001,298566.7857,
BEL,GDP,TOT,MLN_USD,A,2002,314972.0436,
BEL,GDP,TOT,MLN_USD,A,2003,322227.0373,
BEL,GDP,TOT,MLN_USD,A,2004,336193.9122,
BEL,GDP,TOT,MLN_USD,A,2005,349276.9852,
BEL,GDP,TOT,MLN_USD,A,2006,373467.4173,
BEL,GDP,TOT,MLN_USD,A,2007,391644.1412,
BEL,GDP,TOT,MLN_USD,A,2008,408408.8539,
BEL,GDP,TOT,MLN_USD,A,2009,410781.4494,
BEL,GDP,TOT,MLN_USD,A,2010,437233.7828,
BEL,GDP,TOT,MLN_USD,A,2011,455704.9031,
BEL,GDP,TOT,MLN_USD,A,2012,471332.353,
BEL,GDP,TOT,MLN_USD,A,2013,485894.9634,
BEL,GDP,TOT,MLN_USD,A,2014,502116.8899,
BEL,GDP,TOT,MLN_USD,A,2015,514328.6757,
BEL,GDP,TOT,MLN_USD,A,2016,527481.0424,
BEL,GDP,TOT,USD_CAP,A,1970,3899.365935,E
BEL,GDP,TOT,USD_CAP,A,1971,4235.757037,E
BEL,GDP,TOT,USD_CAP,A,1972,4634.139393,E
BEL,GDP,TOT,USD_CAP,A,1973,5170.045798,E
BEL,GDP,TOT,USD_CAP,A,1974,5853.069945,E
BEL,GDP,TOT,USD_CAP,A,1975,6292.889593,E
BEL,GDP,TOT,USD_CAP,A,1976,7002.111375,E
BEL,GDP,TOT,USD_CAP,A,1977,7474.631864,E
BEL,GDP,TOT,USD_CAP,A,1978,8220.088206,E
BEL,GDP,TOT,USD_CAP,A,1979,9100.574156,E
BEL,GDP,TOT,USD_CAP,A,1980,10328.98058,E
BEL,GDP,TOT,USD_CAP,A,1981,11262.92131,E
BEL,GDP,TOT,USD_CAP,A,1982,12035.25559,E
BEL,GDP,TOT,USD_CAP,A,1983,12552.01166,E
BEL,GDP,TOT,USD_CAP,A,1984,13316.60073,E
BEL,GDP,TOT,USD_CAP,A,1985,13966.84647,E
BEL,GDP,TOT,USD_CAP,A,1986,14505.42065,E
BEL,GDP,TOT,USD_CAP,A,1987,15201.66286,E
BEL,GDP,TOT,USD_CAP,A,1988,16420.4366,E
BEL,GDP,TOT,USD_CAP,A,1989,17586.74095,E
BEL,GDP,TOT,USD_CAP,A,1990,18756.644,E
BEL,GDP,TOT,USD_CAP,A,1991,19661.27609,E
BEL,GDP,TOT,USD_CAP,A,1992,20333.95208,E
BEL,GDP,TOT,USD_CAP,A,1993,20537.78698,E
BEL,GDP,TOT,USD_CAP,A,1994,21587.50077,E
BEL,GDP,TOT,USD_CAP,A,1995,22516.55043,
BEL,GDP,TOT,USD_CAP,A,1996,22895.91309,
BEL,GDP,TOT,USD_CAP,A,1997,23913.7771,
BEL,GDP,TOT,USD_CAP,A,1998,24539.05937,
BEL,GDP,TOT,USD_CAP,A,1999,25650.84535,
BEL,GDP,TOT,USD_CAP,A,2000,27981.26653,
BEL,GDP,TOT,USD_CAP,A,2001,29040.63668,
BEL,GDP,TOT,USD_CAP,A,2002,30491.00132,
BEL,GDP,TOT,USD_CAP,A,2003,31064.01594,
BEL,GDP,TOT,USD_CAP,A,2004,32273.58281,
BEL,GDP,TOT,USD_CAP,A,2005,33347.04843,
BEL,GDP,TOT,USD_CAP,A,2006,35423.25878,
BEL,GDP,TOT,USD_CAP,A,2007,36871.0357,
BEL,GDP,TOT,USD_CAP,A,2008,38144.09769,
BEL,GDP,TOT,USD_CAP,A,2009,38070.56992,
BEL,GDP,TOT,USD_CAP,A,2010,40175.85067,
BEL,GDP,TOT,USD_CAP,A,2011,41510.73994,
BEL,GDP,TOT,USD_CAP,A,2012,42639.07662,
BEL,GDP,TOT,USD_CAP,A,2013,43754.61174,
BEL,GDP,TOT,USD_CAP,A,2014,45004.65088,
BEL,GDP,TOT,USD_CAP,A,2015,45873.05349,
BEL,GDP,TOT,USD_CAP,A,2016,46799.84406,
CAN,GDP,TOT,MLN_USD,A,1970,98753.8565,E
CAN,GDP,TOT,MLN_USD,A,1971,108041.1042,E
CAN,GDP,TOT,MLN_USD,A,1972,118856.9252,E
CAN,GDP,TOT,MLN_USD,A,1973,134053.0654,E
CAN,GDP,TOT,MLN_USD,A,1974,151487.4903,E
CAN,GDP,TOT,MLN_USD,A,1975,168534.7267,E
CAN,GDP,TOT,MLN_USD,A,1976,187029.1021,E
CAN,GDP,TOT,MLN_USD,A,1977,205499.5565,E
CAN,GDP,TOT,MLN_USD,A,1978,228623.3055,E
CAN,GDP,TOT,MLN_USD,A,1979,256915.3278,E
CAN,GDP,TOT,MLN_USD,A,1980,286142.5001,E
CAN,GDP,TOT,MLN_USD,A,1981,323817.2301,
CAN,GDP,TOT,MLN_USD,A,1982,332894.0524,
CAN,GDP,TOT,MLN_USD,A,1983,355029.9786,
CAN,GDP,TOT,MLN_USD,A,1984,389410.4894,
CAN,GDP,TOT,MLN_USD,A,1985,420894.9799,
CAN,GDP,TOT,MLN_USD,A,1986,438669.6138,
CAN,GDP,TOT,MLN_USD,A,1987,468289.7836,
CAN,GDP,TOT,MLN_USD,A,1988,506152.7621,
CAN,GDP,TOT,MLN_USD,A,1989,538052.2808,
CAN,GDP,TOT,MLN_USD,A,1990,558816.8605,
CAN,GDP,TOT,MLN_USD,A,1991,565143.0412,
CAN,GDP,TOT,MLN_USD,A,1992,583129.5916,
CAN,GDP,TOT,MLN_USD,A,1993,612855.6274,
CAN,GDP,TOT,MLN_USD,A,1994,654022.5781,
CAN,GDP,TOT,MLN_USD,A,1995,685541.4527,
CAN,GDP,TOT,MLN_USD,A,1996,709302.4016,
CAN,GDP,TOT,MLN_USD,A,1997,752318.5152,
CAN,GDP,TOT,MLN_USD,A,1998,790003.1995,
CAN,GDP,TOT,MLN_USD,A,1999,843506.5208,
CAN,GDP,TOT,MLN_USD,A,2000,898024.6847,
CAN,GDP,TOT,MLN_USD,A,2001,934754.5473,
CAN,GDP,TOT,MLN_USD,A,2002,967558.4379,
CAN,GDP,TOT,MLN_USD,A,2003,1019620.383,
CAN,GDP,TOT,MLN_USD,A,2004,1079987.408,
CAN,GDP,TOT,MLN_USD,A,2005,1167581.235,
CAN,GDP,TOT,MLN_USD,A,2006,1238000.732,
CAN,GDP,TOT,MLN_USD,A,2007,1297164.505,
CAN,GDP,TOT,MLN_USD,A,2008,1339060.553,
CAN,GDP,TOT,MLN_USD,A,2009,1304488.287,
CAN,GDP,TOT,MLN_USD,A,2010,1361136.052,
CAN,GDP,TOT,MLN_USD,A,2011,1427466.543,
CAN,GDP,TOT,MLN_USD,A,2012,1464565.336,
CAN,GDP,TOT,MLN_USD,A,2013,1550269.806,
CAN,GDP,TOT,MLN_USD,A,2014,1602420.686,
CAN,GDP,TOT,MLN_USD,A,2015,1584686.508,
CAN,GDP,TOT,MLN_USD,A,2016,1630347.276,
CAN,GDP,TOT,USD_CAP,A,1970,4555.027261,E
CAN,GDP,TOT,USD_CAP,A,1971,4919.449356,E
CAN,GDP,TOT,USD_CAP,A,1972,5349.466577,E
CAN,GDP,TOT,USD_CAP,A,1973,5960.092233,E
CAN,GDP,TOT,USD_CAP,A,1974,6641.866721,E
CAN,GDP,TOT,USD_CAP,A,1975,7282.233251,E
CAN,GDP,TOT,USD_CAP,A,1976,7975.719977,E
CAN,GDP,TOT,USD_CAP,A,1977,8661.422757,E
CAN,GDP,TOT,USD_CAP,A,1978,9540.598788,E
CAN,GDP,TOT,USD_CAP,A,1979,10615.65856,E
CAN,GDP,TOT,USD_CAP,A,1980,11671.82195,E
CAN,GDP,TOT,USD_CAP,A,1981,13046.66958,
CAN,GDP,TOT,USD_CAP,A,1982,13253.76522,
CAN,GDP,TOT,USD_CAP,A,1983,13996.04456,
CAN,GDP,TOT,USD_CAP,A,1984,15207.15755,
CAN,GDP,TOT,USD_CAP,A,1985,16287.17168,
CAN,GDP,TOT,USD_CAP,A,1986,16807.08588,
CAN,GDP,TOT,USD_CAP,A,1987,17706.99318,
CAN,GDP,TOT,USD_CAP,A,1988,18892.11488,
CAN,GDP,TOT,USD_CAP,A,1989,19725.65167,
CAN,GDP,TOT,USD_CAP,A,1990,20180.35014,
CAN,GDP,TOT,USD_CAP,A,1991,20156.742,
CAN,GDP,TOT,USD_CAP,A,1992,20553.52879,
CAN,GDP,TOT,USD_CAP,A,1993,21365.19678,
CAN,GDP,TOT,USD_CAP,A,1994,22551.98711,
CAN,GDP,TOT,USD_CAP,A,1995,23395.47392,
CAN,GDP,TOT,USD_CAP,A,1996,23954.64976,
CAN,GDP,TOT,USD_CAP,A,1997,25156.15005,
CAN,GDP,TOT,USD_CAP,A,1998,26197.93292,
CAN,GDP,TOT,USD_CAP,A,1999,27745.75131,
CAN,GDP,TOT,USD_CAP,A,2000,29265.22148,
CAN,GDP,TOT,USD_CAP,A,2001,30133.35228,
CAN,GDP,TOT,USD_CAP,A,2002,30854.82303,
CAN,GDP,TOT,USD_CAP,A,2003,32224.01572,
CAN,GDP,TOT,USD_CAP,A,2004,33815.11907,
CAN,GDP,TOT,USD_CAP,A,2005,36212.64356,
CAN,GDP,TOT,USD_CAP,A,2006,38009.87218,
CAN,GDP,TOT,USD_CAP,A,2007,39441.96499,
CAN,GDP,TOT,USD_CAP,A,2008,40277.61824,
CAN,GDP,TOT,USD_CAP,A,2009,38791.07104,
CAN,GDP,TOT,USD_CAP,A,2010,40027.20436,
CAN,GDP,TOT,USD_CAP,A,2011,41565.25893,
CAN,GDP,TOT,USD_CAP,A,2012,42143.97502,
CAN,GDP,TOT,USD_CAP,A,2013,44097.50536,
CAN,GDP,TOT,USD_CAP,A,2014,45083.16747,
CAN,GDP,TOT,USD_CAP,A,2015,44201.06264,
CZE,GDP,TOT,MLN_USD,A,1990,130288.211,E
CZE,GDP,TOT,MLN_USD,A,1991,118988.2699,E
CZE,GDP,TOT,MLN_USD,A,1992,121084.2023,E
CZE,GDP,TOT,MLN_USD,A,1993,124041.8518,E
CZE,GDP,TOT,MLN_USD,A,1994,130367.1877,E
CZE,GDP,TOT,MLN_USD,A,1995,141366.0602,
CZE,GDP,TOT,MLN_USD,A,1996,149966.0864,
CZE,GDP,TOT,MLN_USD,A,1997,151261.0831,
CZE,GDP,TOT,MLN_USD,A,1998,153024.4692,
CZE,GDP,TOT,MLN_USD,A,1999,157231.3559,
CZE,GDP,TOT,MLN_USD,A,2000,165438.466,
CZE,GDP,TOT,MLN_USD,A,2001,179364.9198,
CZE,GDP,TOT,MLN_USD,A,2002,184989.2477,
CZE,GDP,TOT,MLN_USD,A,2003,197368.1671,
CZE,GDP,TOT,MLN_USD,A,2004,211909.4589,
CZE,GDP,TOT,MLN_USD,A,2005,223723.5094,
CZE,GDP,TOT,MLN_USD,A,2006,243192.348,
CZE,GDP,TOT,MLN_USD,A,2007,268368.9288,
CZE,GDP,TOT,MLN_USD,A,2008,288526.8992,
CZE,GDP,TOT,MLN_USD,A,2009,287910.0961,
CZE,GDP,TOT,MLN_USD,A,2010,289714.478,
CZE,GDP,TOT,MLN_USD,A,2011,302260.2358,
CZE,GDP,TOT,MLN_USD,A,2012,305309.3707,
CZE,GDP,TOT,MLN_USD,A,2013,320535.0972,
CZE,GDP,TOT,MLN_USD,A,2014,340575.3392,
CZE,GDP,TOT,MLN_USD,A,2015,355857.6824,
CZE,GDP,TOT,MLN_USD,A,2016,369881.7809,
CZE,GDP,TOT,USD_CAP,A,1990,12572.75691,E
CZE,GDP,TOT,USD_CAP,A,1991,11542.52987,E
CZE,GDP,TOT,USD_CAP,A,1992,11735.45912,E
CZE,GDP,TOT,USD_CAP,A,1993,12007.21814,E
CZE,GDP,TOT,USD_CAP,A,1994,12612.72683,E
CZE,GDP,TOT,USD_CAP,A,1995,13683.99555,
CZE,GDP,TOT,USD_CAP,A,1996,14538.14391,
CZE,GDP,TOT,USD_CAP,A,1997,14680.35119,
CZE,GDP,TOT,USD_CAP,A,1998,14864.0424,
CZE,GDP,TOT,USD_CAP,A,1999,15290.73798,
CZE,GDP,TOT,USD_CAP,A,2000,16104.98104,
CZE,GDP,TOT,USD_CAP,A,2001,17543.18775,
CZE,GDP,TOT,USD_CAP,A,2002,18134.82464,
CZE,GDP,TOT,USD_CAP,A,2003,19346.6888,
CZE,GDP,TOT,USD_CAP,A,2004,20761.3459,
CZE,GDP,TOT,USD_CAP,A,2005,21860.61152,
CZE,GDP,TOT,USD_CAP,A,2006,23687.61405,
CZE,GDP,TOT,USD_CAP,A,2007,25997.96708,
CZE,GDP,TOT,USD_CAP,A,2008,27663.99039,
CZE,GDP,TOT,USD_CAP,A,2009,27442.24521,
CZE,GDP,TOT,USD_CAP,A,2010,27546.60778,
CZE,GDP,TOT,USD_CAP,A,2011,28795.81603,
CZE,GDP,TOT,USD_CAP,A,2012,29051.39042,
